chem_code,chemalpha_cd,chemname
1443,112900,"PETROLEUM JELLY"
2107,112925,"PETROLEUM NAPHTHENIC OILS"
2045,112930,"PETROLEUM OIL, PARAFFIN BASED"
765,113000,"PETROLEUM OIL, UNCLASSIFIED"
766,113100,"PETROLEUM SULFONATES"
1730,113200,"PETROLEUM, UNREFINED"
1342,113300,"PHENARSAZINE CHLORIDE"
675,113400,"PHENMEDIPHAM"
1862,113450,"PHENOL, FERROUS SALT"
475,113500,"PHENOTHIAZINE"
2093,113600,"PHENOTHRIN"
92093,113650,"PHENOTHRIN, OTHER RELATED"
2769,113660,"3-PHENOXYBENZALDEHYDE"
2770,113670,"3-PHENOXYBENZOIC ACID"
2771,113680,"3-PHENOXYBENZYL ALCOHOL"
3842,113685,"PHENYL CHLOROFORMATE"
2772,113690,"PHENYL DIETHANOLAMINE BIS (2-METHOXY-3,6-DICHLORO BENZOATE)"
3324,113695,"PHENYL ETHER"
2094,113700,"PHENYLETHYL PROPIONATE"
3727,113750,"PHENYL GLYCOL ETHER"
1535,113800,"PHENYLMERCURIC LACTATE"
477,113900,"PHENYLMERCURIC NITRATE"
853,114200,"PHENYLMERCURIC OLEATE"
2153,114400,"N-(PHENYLMETHYL)-9-(TETRAHYDRO-2H-PYRAN-2-YL)-9H-PURIN-6-AMINE"
3728,114425,"PHENYL TRIMETHYL SILOXANE"
448,114500,"ORTHO-PHENYLPHENOL"
890,114600,"ORTHO-PHENYLPHENOL, AMMONIUM SALT"
935,114700,"ORTHO-PHENYLPHENOL, POTASSIUM SALT"
248,114725,"ORTHO-PHENYLPHENOL, SODIUM SALT"
2773,114740,"1-(4-PHENYL PHENOXY)-1-(1,2,4-TRIAZOLE-1)-3,3-DIMETHYL BUTANE-2-OL"
2774,114745,"PHENYL SULFONATE CALCIUM"
478,114800,"PHORATE"
4084,114820,"PHORATE SULFONE"
4085,114825,"PHORATE SULFOXIDE"
4086,114830,"PHORATOXON"
4087,114835,"PHORATOXON SULFONE"
4088,114840,"PHORATOXON SULFOXIDE"
1523,114850,"PHOSACETIN"
479,114900,"PHOSALONE"
5041,114910,"PHOSALONE OXON"
335,115000,"PHOSMET"
4089,115020,"PHOSMETOXON"
482,115300,"PHOSPHAMIDON"
90482,115400,"PHOSPHAMIDON, OTHER RELATED"
3920,115425,"PHOSPHATE ESTER OF POLYOXYALKYLATED FATTY ALCOHOL"
1723,115500,"PHOSPHATE ESTERS, MISCELLANEOUS"
2775,115520,"PHOSPHATIDYLCHOLINE"
3541,115530,"PHOSPHINE"
2776,115550,"2-PHOSPHONO-1,2,4-BUTANETRICARBOXYLIC ACID AQUEOUS "
1250,115600,"PHOSPHOPROTEINS"
871,115700,"PHOSPHORIC ACID"
5124,115710,"PHOSPHORIC ACID DIOCTYL ESTER LAURYLDIETHANOLAMINE SALT"
3838,115725,"PHOSPHORIC ACID, MONO (2-ETHYLHEXYL) ESTER"
5125,115730,"PHOSPHORIC ACID, MONOOCTYL ESTER, COMPD.WITH 2,2'-(DODECYLIMINO)BIS(ETHANOL)(1:1)"
2777,115750,"PHOSPHORIC ACID, MONOPOTASSIUM SALT"
3325,115760,"PHOSPHORIC ESTER OF TRISTYNYL PHENYL ETHOXYLATE"
3851,115775,"PHOSPHORIC ACID, TRISODIUM SALT (CHLORINATED)"
5774,115790,"PHOSPHOROUS ACID"
513,115800,"PHOSPHORUS"
2778,115850,"PHOSPHORUS PENTASULFIDE"
5122,115875,"PHOSTEBUPIRIM"
481,115900,"PHOSTON"
5107,116000,"PHTHALALDEHYDE"
3326,116100,"PHTHALIC ACID, ETHYL ESTER"
3327,116125,"PHTHALIC ANHYDRIDE"
1246,116200,"PHTHALIC GLYCEROL ALKYL"
2779,116225,"PHTHALO GREEN"
5078,116235,"PHYTOPHTHORA PALMIVORA, CHLAMYDOSPORES OF"
593,116250,"PICLORAM"
835,116300,"PICLORAM, ISOOCTYL ESTER"
5330,116350,"PICLORAM, POTASSIUM SALT"
1099,116400,"PICLORAM, TRIISOPROPANOLAMINE SALT"
2780,116450,"PIGMENT BLUE 29"
3870,116457,"PIGMENT GREEN 7"
3729,116465,"PIGMENT RED NO. 48"
3868,116467,"PIGMENT RED 57:1"
3869,116470,"PIGMENT RED 178"
3730,116480,"PIG TASTIES"
489,116600,"PINDONE"
1305,116650,"PINDONE, SODIUM SALT"
2187,116675,"PINENE"
3998,116685,"BETA-PINENE POLYMER"
3328,116690,"BETA-PINENE POLYMER -TOLUENE AND XYLENE ALKYLATED WITH DECYCLOPENTADIENE"
485,116700,"PINE OIL"
1993,116750,"PINE SOAP"
1574,116800,"PINE TAR"
5401,116850,"PINOLEIC ACID"
488,116900,"PIPERALIN"
1408,117000,"PIPERAZINE"
1575,117300,"PIPERAZINE DIHYDROCHLORIDE"
486,117600,"PIPERONYL BUTOXIDE"
90486,117700,"PIPERONYL BUTOXIDE, OTHER RELATED"
487,117800,"PIPERONYL CYCLONENE"
1133,117820,"PIPROTAL"
91133,117825,"PIPROTAL, OTHER RELATED"
1875,117850,"PIRIMICARB"
2781,117860,"PIRIMIPHOS ETHYL"
2217,117875,"PIRIMIPHOS-METHYL"
5453,117890,"PLANT EXTRACT (DERIVED FROM QUERCUS FALCATA, OPUNTIA LINDHEIMERI, RHUS AROMATICA, AND RHIZOPHORIA MANGLE TISSUES)"
764,118200,"PLASTIC POLYMERS"
2782,118210,"PLURAFAC B-26"
2783,118220,"PLURAFAC C-17"
2784,118225,"PLURAFLO E4A"
2785,118250,"PLURONIC L61"
2786,118275,"PLURONIC L-62 LF"
2787,118300,"PLURONIC L63"
2788,118325,"PLURONIC L-101"
2789,118350,"PLURONIC P-104"
2790,118375,"PLURONIC 10-R-5"
491,118400,"PMA"
90491,118500,"PMA, OTHER RELATED"
492,118600,"PMAA"
2791,118700,"PMS-5406-T PIGMENT"
2792,118800,"POLY-D-GLUCOSAMINE"
5798,118810,"(POLY-N-ACETYL-D-GLUCOSAMINE)-PROTEIN"
2111,119000,"POLYACRYLAMIDE POLYMER"
5008,119004,"POLYACRYLIC ACID"
2076,119005,"POLYACRYLIC ACID, SODIUM SALT"
2196,119010,"POLYACRYLIC POLYMER"
3731,119017,"POLYACRYLONITRILE"
2271,119019,"POLYALKYLENE ETHER"
2793,119020,"POLY ALKYLENE GLYCOL"
2794,119023,"POLY ALKYLENE GLYCOL ETHERS"
3520,119025,"POLYALKENE OXIDE MODIFIED HEPTAMETHYL TRISILOXANE"
5203,119026,"POLYALKYLENEOXIDE MODIFIED POLYDIMETHYL-SILOXANE"
2795,119027,"POLYAMIDE RESIN"
1377,119030,"POLYAMINE FATTY ACID DERIVATIVE"
1907,119050,"POLYAMINE POLYMER"
1040,119300,"POLYBUTENES"
5223,119375,"POLYETHER MODIFIED POLYSILOXANE"
3732,119450,"POLY ETHOXYAMINE"
5180,119525,"POLYETHOXYLATED ALKYL (C6-C22) ARYL ETHERS"
1587,119600,"POLYETHOXY POLYPROPOXY POLYETHOXY ETHANOL, N-ALKYL DIMETHYL DI (BETA-HYDROXYETHYL) BENZYL AMMONIUM CHLORIDE - IODINE COMPLEX"
1586,119700,"POLYETHOXY POLYPROPOXY POLYETHOXY ETHANOL-N-ALKYL DIMETHYL 3,4-DICHLOROBENZYL AMMONIUM CHLORIDE - IODINE COMPLEX"
1585,119800,"POLYETHOXY POLYPROPOXY POLYETHOXY ETHANOL - IODINE COMPLEX"
1176,119900,"POLYETHYLENE"
3733,119950,"POLYETHYLENE FILM"
1600,120000,"POLYETHYLENE GLYCOL"
2796,120005,"POLYETHYLENE GLYCOL DIACETATE"
2103,120007,"POLYETHYLENE GLYCOL 600 DISTEARATE"
2797,120010,"POLYETHYLENE GLYCOL (7) GLYCERYL ETHER"
2798,120015,"POLYETHYLENE GLYCOL (82) GLYCERYL MONOTALLOWATE"
2799,120020,"POLYETHYLENE GLYCOL (200) GLYCERYL MONOTALLOWATE"
2800,120030,"POLYETHYLENE GLYCOL, MONOOLEATE"
2801,120040,"POLYETHYLENE GLYCOL 300 TRIDECYL ESTER"
1216,120050,"POLYETHYLENE GLYCOL, DODECYL ESTER"
2802,120080,"POLYETHYLENE GLYCOL ESTER"
1265,120100,"POLYETHYLENE GLYCOL ESTER OF OLEIC ACID"
2121,120150,"POLYETHYLENE GLYCOL ETHER OF LINEAR SECONDARY ALCOHOL - IODINE COMPLEX"
2738,120198,"SEE CHEMCIAL CODE 2216"
3734,120200,"POLYETHYLENE GLYCOL-10 TALLATE"
3735,120225,"POLYETHYLENE PELLETS"
2032,120250,"N-POLYETHYLENE POLYAMINE (18-MOLE)-N-OLEYLAMINE HYDROCHLORIDE"
1707,120300,"POLYETHYLENE POLYAMINES, ACETATE OLEATE"
3736,120315,"POLYETHYLENE POLYPROPYLENE GLYCOL"
3737,120330,"POLYETHYLENE POLYSULFIDE"
3331,120350,"POLY GLYCERYL PHTHALATE ESTER OF COCONUT OIL FATTY ACID"
3332,120360,"POLY GLYCOL OLEATE"
2009,120400,"POLYHEDRAL INCLUSION BODIES OF DOUGLAS FIR TUSSOCK MOTH NUCLEAR POLYHEDROSIS VIRUS"
4028,120410,"POLYHEDRAL OCCLUSION BODIES (OB'S) OF THE NUCLEAR POLYHEDROSIS VIRUS OF HELICOVERPA ZEA (CORN EARWORM)"
4007,120425,"POLYHEDRAL OCCLUSION BODIES (OBS) OF THE NUCLEAR POLYHEDROSIS VIRUS OF SPODOPTERA EXIGUA"
2258,120450,"POLYHEXAMETHYLENE BIGUANIDINE"
2803,120470,"POLY-1,6-HEXANEDIOL DIMETHYL ACRYLATE"
1663,120500,"POLYHYDRIC ALCOHOLS"
1561,120600,"POLYISOBUTYLENE"
2804,120650,"POLYMER EMULSION K"
1314,120700,"POLY-I-PARA-MENTHENE"
5758,120710,"POLYMERIC TERPENES"
3738,120800,"POLYMERIZED ACRYLIC ACID"
2025,120825,"POLYMERIZED GLYCERYL OLEATE"
2043,120835,"POLYMERIZED PINENE"
5075,120840,"POLY (METHYLMETHACRYLATE-CO-TRIBUTYLTIN METHACRYLATE)"
1788,120850,"POLY (METHYLENE PARA NONYLPHENOXY) - POLY (OXYPROPYLENE) PROPANOL"
1155,120900,"POLYMETHYLENE-PARA-NONYL PHENYL POLY (OXYETHYLENE) PROPANOL"
2805,120905,"POLYMETHYLENE POLYPHENYL ISOCYANATE"
5788,120907,"POLYOXIN D"
2806,120910,"POLY-OXO ALUMINUM STEARATE"
2216,120915,"POLY (OXY-1,2-ETHANEDIYL), ALPHA-ISOOCTADECYL-OMEGA-HYDROXY"
4008,120917,"POLY(OXY-1,2-ETHANEDIYL),ALPHA-ISODECYL-OMEGA-HYDROXY-PHOSPHATE"
2021,120920,"N-POLYOXYETHYLATED-N-OCTADECYLAMINE"
2104,120925,"POLYOX WSR-301"
4004,120927,"POLYOXYETHYLATED (6)DECYL ALCOHOL"
4010,120928,"POLYOXYETHYLATED ISODECYL ALCOHOL (4-5 EO)"
2807,120930,"POLY OXYETHYLATED TALLOW AMINE"
2808,120935,"POLYOXYETHYLENE (10) ALKYL ARYL ETHER"
3739,120936,"POLYOXYETHYLENE AMYLPHENOL-FORMALDEHYDE RESIN (10 MOLES) (MOL. WT."
3740,120937,"POLYOXYETHYLENE CASTOR OIL"
3741,120938,"POLYOXYETHYLENE CETYL ETHER"
3742,120939,"POLYOXYETHYLENE CETYL-STEARYL ALCOHOL"
3333,120940,"POLYOXYETHYLENE (15) COCONUT AMINE"
1576,120941,"POLY(OXYETHYLENE) (DIMETHYLIMINO) ETHYLENE (DIMETHYLIMINO) ETHYLENE DICHLORIDE"
3743,120942,"POLYOXYETHYLENE DINONYL PHENOL"
3744,120943,"POLYOXYETHYLENE DIOLEATE"
3745,120944,"POLYOXYETHYLENE DODECYLPHENOL (6-12 MOLES)"
3334,120945,"POLYOXYETHYLENE ESTER OF ROSIN"
2261,120946,"POLY OXYETHYLENE ETHANOL MONOESTERS OF 5- (AND 6-) CARBOXY-4-HEXYL-2-CYCLOHEXENE-1-OCTANOIC ACID-IODINE COMPLEX"
1883,120950,"POLY (OXYETHYLENE) ETHER"
2809,120955,"POLYOXYETHYLENE ETHER ALCOHOL"
3746,120956,"POLYOXYETHYLENE GLYCEROL TALL OIL ESTER (25 MOLES) (MOL. WT. 1490)"
3335,120957,"POLYOXYETHYLENE (16 MOLES) HYDROABIETYL ALCOHOL"
3747,120958,"POLYOXYETHYLENE (7-7.5 MOLES) ISOPROPYLIDENE DIPHENOL"
2099,120960,"POLYOXYETHYLENE LANOLIN"
3749,120962,"POLYOXYETHYLENE (18 MOLES) METHYLENE BIS (DIAMYL PHENOL)"
3750,120963,"POLYOXYETHYLENE (12 MOLES) METHYLENE BIS OCTOPHENOL"
1444,120965,"POLYOXYETHYLENE MIXED FATTY ACID ESTER"
3751,120966,"POLYOXYETHYLENE (2 MOLES) MONOETHANOLAMIDE OF COCONUT OIL FATTY"
3752,120967,"POLYOXYETHYLENE (10 MOLES) NONYL PHENOL-FORMALDEHYDE RESIN (MOL.WT. 1000-1500)"
3753,120968,"POLYOXYETHYLENE OCTADECYL PHENOL"
2810,120970,"POLYOXYETHYLENE OLEYL ALCOHOL (10 MOLES)"
2811,120975,"POLYOXYETHYLENE OLEYL ALCOHOL (20 MOLES)"
2018,120980,"POLYOXYETHYLENE POLYMER"
3757,120984,"POLYOXYETHYLENE (35-40 MOLES) POLYOXYPROPYLENE (22-35 MOLES)"
3754,120985,"POLYOXYETHYLENE (5-12 MOLES) POLYOXYPROPYLENE (4 MOLES) DI-SEC-"
1698,120990,"POLYOXYETHYLENE POLYPROPOXY PROPANOL"
3755,120993,"POLYOXYETHYLENE (5 MOLES) POLYOXYPROPYLENE (10 MOLES) MONO"
3756,120996,"POLYOXYETHYLENE POLYOXYPROPYLENE PHOSPHATE"
2812,121000,"POLYOXYETHYLENE (27) POLYOXYPROPYLENE (24) MONOBUTYL ETHER"
3758,121045,"POLYOXYETHYLENE P-TERT-BUTYL PHENOL-FORMALDEHYDE RESIN"
3760,121050,"POLYOXYETHYLENE SORBITOL"
1178,121100,"POLYOXYETHYLENE SORBITAL, MIXED ETHYL ESTER"
958,121200,"POLYOXYETHYLENE SORBITOL OLEATE-LAURATE"
2813,121250,"POLYOXYETHYLENE SORBITAN MONOLAURATE"
1503,121300,"POLYOXYETHYLENE SORBITAN MONOOLEATE"
3336,121320,"POLYOXYETHYLENE SORBITAN MONOPALMITATE"
3759,121325,"POLYOXYETHYLENE SORBITAN MONOSTEARATE"
3337,121330,"POLYOXYETHYLENE SORBITAN MONOTALLATE"
2814,121400,"POLYOXYETHYLENE 20 SORBITAL TRIOLEATE"
3761,121406,"POLYOXYETHYLENE SORBITOL HEXAOLEATE"
3762,121409,"POLYOXYETHYLENE SORBITOL PENTA TALL OIL ESTER (40 MOLES)"
3764,121415,"POLYOXYETHYLENE SORBITOL TETRAOLEATE"
3339,121420,"POLYOXYETHYLENE (5) SOYA AMINE"
3338,121430,"POLYOXYETHYLENE SOYBEAN OIL FATTY ACID ESTER (MOL. WT. 850)"
3340,121440,"POLYOXYETHYLENE STEARATE (MOL. WT. 600-2000)"
3765,121445,"POLYOXYETHYLENE STEARYL ETHER"
2815,121450,"POLYOXYETHYLENE (2) STEARYL ETHER"
3341,121480,"POLYOXYETHYLENE TALL OIL (MOL. WT. 700-5000)"
3766,121487,"POLYOXYETHYLENE (3.5-30 MOLES) 2,4,7,9-TETRAMETHYL-5-DECYNE-4,"
3767,121492,"POLYOXYETHYLENE TRIMETHYLNONYL ALCOHOL (6 MOLES)"
1631,121500,"POLYOXYPROPYLENE-POLYOXYETHYLENE, MOL. WT. 3240"
2816,121540,"POLYOXYPROPYLENE-POLYOXYETHYLENE BLOCK COPOLYMER"
2817,121550,"POLYOXYPROPYLENE (15) STEARYL ETHER"
2818,121570,"POLYQUATERNIUM-6"
1828,121600,"POLY PROPOXY POLY ETHOXY ETHANOL, I2 COMPLEX"
2347,121625,"POLYPROPYLENE"
3011,121650,"POLYPROPYLENE GLYCOL"
2112,121700,"POLYSACCHARIDE POLYMER"
5718,121705,"POLYSILOXANE"
3768,121709,"POLYSORBATE 65"
3769,121718,"POLYTRIMETHYL VINYL BENZYL AMMONIUM CHLORIDE"
3342,121725,"POLYSTYRENE"
3770,121737,"POLYURETHANE"
2819,121750,"POLYVINYL ALCOHOL"
2820,121800,"POLYVINYL BUTYRAL RESIN"
2821,121900,"POLYVINYL CHLORIDE"
2822,121950,"POLYVINYL POLYMER"
1466,122000,"POLYVINYL PYRROLIDONE"
1611,122100,"POLYVINYL PYRROLIDONE - IODINE COMPLEX"
2823,122150,"POLYVIS O-SH"
496,122200,"POTASH FISH SOAP"
1596,122300,"POTASH SOAP"
866,122500,"POTASSIUM ABEITATE"
3343,122550,"POTASSIUM ACETATE"
994,122600,"POTASSIUM ALKYL BENZENE SULFONATES"
3344,122620,"POTASSIUM ALUMINUM SILICATE"
3345,122628,"POTASSIUM ALUMINUM SULFATE"
5037,122650,"POTASSIUM BICARBONATE"
1860,122750,"POTASSIUM BISULFATE"
1090,122800,"POTASSIUM BROMIDE"
1538,122900,"POTASSIUM PARA-TERT-BUTYLPHENATE"
1620,123000,"POTASSIUM CARBONATE"
3346,123050,"POTASSIUM-6-CARBOXY-4-HEXYL-2-CYCLOHEXENE-1-OCTANOATE"
3347,123060,"POTASSIUM CHLORATE"
700,123100,"POTASSIUM CHROMATE"
497,123200,"POTASSIUM CYANATE"
1542,123300,"POTASSIUM ORTHO-CYCLOPENTYL-PARA-CHLOROPHENATE"
1650,123400,"POTASSIUM 1,3-DICHLORO-2,4,6-TRIOXO HEXAHYDRO-S-TRIAZINE"
2167,123450,"POTASSIUM DICHROMATE"
1934,123475,"POTASSIUM DIMETHYL DITHIO CARBAMATE"
1027,123500,"POTASSIUM DODECYLBENZENE SULFONATE"
3771,123575,"POTASSIUM N-COCO-N-HYDROXYETHYLAMINO-3-ETHOXY PROPANE SULFATE"
3354,123580,"POTASSIUM N-ETHYL PERFLUORO OCTANE SULFONAMIDE ACETATE"
1677,123600,"POTASSIUM ETHYL XANTHATE"
3831,123625,"POTASSIUM GLUCONATE"
3528,123650,"POTASSIUM HEX-CHEM 977"
1306,123700,"POTASSIUM HYDROXIDE"
3352,123725,"POTASSIUM 3-(2-(2-((2-(2-HYDROXY ETHYL) ETHYL) OCTADECYL AMINO)ETHOXY) PROPIONATE"
1824,123750,"SEE CHEM CODE 970"
1003,123800,"POTASSIUM IODIDE"
901,123900,"POTASSIUM LAURATE"
90901,124000,"POTASSIUM LAURATE, OTHER RELATED"
2825,124100,"POTASSIUM LAURATE AND MYRISTATE SOAPS"
3353,124125,"POTASSIUM LAURYL SULFATE"
1245,124200,"POTASSIUM LYSALBINATE"
970,124300,"POTASSIUM N-METHYLDITHIO CARBAMATE"
902,124400,"POTASSIUM MYRISTATE"
726,124500,"POTASSIUM NITRATE"
3356,124575,"POTASSIUM NITRITE"
498,124800,"POTASSIUM PERMANGANATE"
1028,124900,"POTASSIUM PEROXYDISULFATE"
1859,124950,"POTASSIUM PEROXYMONOSULFATE"
3359,124970,"POTASSIUM PHOSPHATE, DIBASIC"
5766,124980,"POTASSIUM PHOSPHITE"
1175,125000,"POTASSIUM PYROPHOSPHATE"
1764,125050,"POTASSIUM RESINATE"
912,125100,"POTASSIUM RICINOLEATE"
2826,125150,"POTASSIUM SILICATE"
903,125200,"POTASSIUM SOAP OF COCONUT FATTY ACIDS"
1409,125300,"POTASSIUM SOAP OF TALL OIL FATTY ACIDS"
1132,125400,"POTASSIUM SORBATE"
3361,125450,"POTASSIUM STEARATE"
3362,125500,"POTASSIUM SULFATE"
3363,125510,"POTASSIUM SULFATO RICINOLEATE"
3364,125520,"POTASSIUM SULFITE"
3365,125560,"POTASSIUM TETRABORATE"
1439,125600,"POTASSIUM TOLUENE SULFONATE"
5066,125625,"POTASSIUM TRIIODIDE"
904,125700,"POTASSIUM XYLENESULFONATE"
3772,125715,"POTATOES"
3773,125730,"POULTRY FEED"
2827,125750,"POWDERED GELATIN"
2828,125800,"PPG-5-CETETH-10 PHOSPHATE"
2829,125850,"PPG-3 METHYL ETHER"
2830,125900,"PPG-6-PARETH-28-11"
3985,125905,"PRALLETHRIN"
5103,125910,"PRIMISULFURON-METHYL"
3368,125970,"PROCAINE HYDROCHLORIDE"
2241,126000,"PROCYMIDONE"
2236,126200,"PRODIAMINE"
2831,126220,"PRODUCT 51"
92236,126225,"PRODIAMINE, OTHER RELATED"
2042,126250,"PROFENOFOS"
1485,126300,"PROFLAVINE DIHYDROCHLORIDE"
1897,126350,"PROFLURALIN"
91897,126375,"PROFLURALIN, OTHER RELATED"
5497,126390,"PROHEXADIONE CALCIUM"
4092,126400,"PROMECARB"
499,126500,"PROMETON"
502,126600,"PROMETRYN"
511,126650,"PROPACHLOR"
2147,126675,"PROPAMOCARB"
4022,126677,"PROPAMOCARB HYDROCHLORIDE"
2832,126680,"PROPANE"
1699,126700,"1,3-PROPANEDIOL"
5134,126710,"2-METHYL-1,3-PROPANEDIOL"
3925,126725,"1,2,3-PROPANE TRICARBOXYLIC ACID, 2-HYDROXY, TRILITHIUM SALT"
2833,126750,"1,2,3-PROPANETRIOL, HOMOPOLYMER, (Z)-9-OCTADECENOATE"
3369,126790,"1,3-PROPANE DIAMINE DODECYL BENZENE SULFONATE"
503,126800,"PROPANIL"
445,126900,"PROPARGITE"
504,127000,"PROPAZINE"
2834,127010,"PROPELLANT A-46"
2835,127020,"PROPELLANT A-70"
2836,127030,"PROPELLANT A-91"
3887,127040,"PROPELLANT B-46"
2122,127050,"PROPETAMPHOS"
339,127075,"PROPHAM"
2276,127090,"PROPICONAZOLE"
505,127100,"PROPIONIC ACID"
3774,127125,"PROPOFOL"
62,127150,"PROPOXUR"
90062,127151,"PROPOXUR, OTHER RELATED"
2837,127180,"N-PROPOXY PROPANOL"
2360,127190,"PROPRIETARY BLEND OF LINEAR SECONDARY ALCOHOLS REACTED WITH ETHYLENE OXIDE"
1603,127200,"N-PROPYL ALCOHOL"
3371,127250,"PROPYL AMINE NITRITE"
2838,127280,"PROPYLENE"
507,127400,"PROPYLENE GLYCOL"
3775,127425,"PROPYLENE GLYCOL ALGINATE"
3906,127435,"PROPYLENE GLYCOL CETETH-3-ACETATE"
2839,127450,"PROPYLENE GLYCOL DICAPRYLATE/DICAPRATE"
998,127500,"PROPYLENE GLYCOL, METHYL ETHER"
1366,127550,"PROPYLENE GLYCOL, MONOMALIC ESTER"
2840,127580,"PROPYLENE GLYCOL MONOMETHYL ETHER ACETATE"
508,127600,"PROPYLENE OXIDE"
3776,127610,"PROPYLENE GLYCOL TALL OIL ESTER"
3373,127620,"PROPYLENE THYLENE THIOESTER"
438,127640,"N-PROPYL ISOME"
2841,127650,"PROPYL 4-HYDROXYBENZOATE"
694,127700,"PROPYZAMIDE"
4093,127710,"PROPYZAMIDE METABOLITE"
1928,127730,"PROSULFALIN"
5115,127735,"PROSULFURON"
4094,127740,"PROTHIOFOS"
3926,127745,"PSEUDOMONAS CEPACIA TYPE WISCONSIN"
5182,127750,"PSEUDOMONAS CHLORORAPHIS"
2842,127760,"PSEUDOMONAS FLUORESCENS, STRAIN A506"
5045,127762,"PSEUDOMONAS FLUORESCENS, STRAIN EG-1053"
3968,127763,"PSEUDOMONAS FLUORESCENS STRAIN NCIB 12089"
3949,127765,"PSEUDOMONAS FLUORESCENS STRAIN 1629 RS"
3950,127767,"PSEDOMONAS SYRINGAE STRAIN AGS31 PSEDOMONAS SYRINGAE STRAIN PS31"
3960,127768,"PSEUDOMONAS SYRINGAE, STRAIN ESC-10"
3967,127769,"PSEUDOMONAS SYRINGAE STRAIN ESC-11"
2824,127770,"PSEUDOMONAS SYRINGAE, STRAIN 742 RS"
5121,127772,"PUCCINIA CANALICULATA"
3777,127773,"PUMICE"
1935,127775,"PUTRESCENT WHOLE EGG SOLIDS"
5232,127790,"PYMETROZINE"
5759,127795,"PYRACLOSTROBIN"
509,127800,"PYRAZON"
90509,127900,"PYRAZON, OTHER RELATED"
510,128000,"PYRETHRINS"
90510,128100,"PYRETHRINS, OTHER RELATED"
1461,128300,"PYRETHRUM NARC"
3959,128325,"PYRIDABEN"
3939,128350,"PYRIDATE"
1268,128400,"PYRIDINE"
1916,128450,"PYRIMINIL"
4019,128455,"PYRIPROXYFEN"
3941,128460,"PYRITHIOBAC"
3940,128465,"PYRITHIOBAC-SODIUM"
5447,128470,"QST 713 STRAIN OF DRIED BACILLUS SUBTILIS"
3778,128475,"QUASSIA"
2996,128500,"QUATERNIUM-18 BENTONITE"
3779,128525,"QUILLAJA"
5104,128550,"QUINCLORAC"
1492,128600,"QUININE HYDROCHLORIDE"
1341,128700,"QUININE SULFATE"
3374,128800,"QUINIZARIN GREEN SS"
2050,128900,"8-QUINOLINOL SULFATE"
2843,128910,"8-QUINOLINOL"
5787,128911,"QUINOXYFEN"
2226,128912,"QUIZALOFOP-ETHYL"
3780,128915,"RAISINS"
2844,128920,"R 23 979 IMAZALIL BASE"
2845,128930,"REAX 88B"
3781,128937,"RED CEDAR CHIPS"
3782,128944,"RED DOG FLOUR"
1094,128950,"RED PEPPER, GROUND"
514,129100,"RED SQUILL"
2119,129300,"RESMETHRIN"
92119,129350,"RESMETHRIN, OTHER RELATED"
3375,129450,"RESORCINOL"
5823,129500,"REYNOUTRIA SACALINENSIS"
2846,129900,"RHODAMINE B"
3783,129930,"RICE"
3784,129960,"RICE HULLS"
3835,129970,"RIMSULFURON"
517,130000,"RONNEL"
2331,130050,"ROSEMARY"
5450,130060,"ROSEMARY OIL"
3785,130075,"ROSIN"
1322,130100,"ROSINS AND FATTY ACIDS, MIXED"
3786,130130,"ROSIN, PARTIALLY DIMERIZED"
4095,130150,"ROTENOLONE"
3787,130160,"ROSIN, PARTIALLY HYDROGENATED"
518,130200,"ROTENONE"
90518,130300,"ROTENONE, OTHER RELATED"
3788,130450,"RUBBER"
3789,130525,"RYE FLOUR"
520,130600,"RYANODINE ALKALOID"
521,130700,"SABADILLA ALKALOIDS"
2280,130725,"SACCHARIN"
2317,130750,"SACCHARIN, AMMONIUM SALT"
2318,130775,"SACCHARIN, SODIUM SALT"
1510,130800,"SAFFLOWER OIL"
3376,130825,"SAFROLE"
450,130900,"SALICYLANILIDE"
1170,131000,"SALICYLIC ACID"
1365,131100,"SALICYLIC AND BENZOIC ESTERS OF PROPYLENE GLYCOL"
1470,131200,"SANTONIN"
5033,131225,"SAPONIN"
2847,131250,"SASE"
1316,131300,"SAWDUST"
5178,131302,"SCOPOLAMINE HYDROBROMIDE TRIHYDRATE"
3792,131305,"SCRATCH FEED"
3793,131307,"SEAWEED"
2848,131310,"SE 1000 PVC RESIN"
2849,131320,"SECBUMETON"
1837,131350,"SECRET FORMULA NO. 1"
1838,131360,"SECRET FORMULA NO. 2"
2850,131380,"SENBUCONAZOLE"
1221,132100,"SESAME OIL"
2177,132250,"SETHOXYDIM"
3378,132350,"SHELLAC"
3794,132353,"SHALE"
3795,132356,"SHAMPOO BASE"
603,132400,"SIDURON"
529,132600,"SILICA AEROGEL"
2851,132620,"SILICA, CRYSTALLINE-FUSED"
2852,132625,"SILICA, CRYSTALLINE-QUARTZ"
3557,132627,"SILICA GEL"
2853,132630,"SILICA HYDRATE"
3556,132640,"SILICIC ACID"
3796,132645,"SILICONE"
1917,132650,"SILICONE DEFOAMER"
2854,132660,"SILICONE MOLD RELEASE AGENT SM 2140"
3841,132665,"SILICONE-POLYETHER COPOLYMER"
2855,132670,"SILKWORM PUPAE"
2324,132775,"SILVER CHLORIDE"
1556,132800,"SILVER IODIDE, COLLOIDAL"
5150,132815,"SILVER, IONIC"
2856,132850,"SILVER NITRATE"
